ID_Veiculo,Marca,Modelo,Ano,Regiao,Tipo_Veiculo,Capacidade_Bateria_kWh,Saude_Bateria_%,Autonomia_km,Potencia_Carga_kW,Tempo_Carga_hr,Ciclos_Carga,Consumo_Energia_kWh_por_100km,Quilometragem_km,Velocidade_Media_kmh,Velocidade_Max_kmh,Aceleracao_0_100_kmh_seg,Temperatura_C,Tipo_Uso,CO2_Economizado_ton,Custo_Manutencao_USD,Custo_Seguro_USD,Custo_Eletricidade_USD_por_kWh,Custo_Mensal_Carga_USD,Valor_Revenda_USD
867,Toyota,bZ4X,2020,Europa,Hatchback,68.5,77.9,378.0,100.0,0.6,488,15.7,23492.0,58.0,164.3,8.4,28.1,Comercial,4.44,242.02,1700.57,0.28,49.19,14207.6
868,Chevrolet,Bolt EUV,2020,Ásia,SUV,26.4,76.8,153.0,50.0,0.6,499,20.2,17887.0,62.9,144.6,5.3,22.1,Pessoal,3.23,844.32,1217.0,0.28,21.42,5463.24
869,Audi,Q4 e-tron,2023,Oceania,Sedã,86.9,83.8,501.0,7.4,12.9,180,19.4,11021.0,84.6,186.9,3.4,-0.1,Pessoal,1.83,1284.58,1505.09,0.35,117.97,30218.55
870,BMW,i3,2022,América do Norte,Hatchback,24.7,88.3,105.0,22.0,1.3,220,17.3,13749.0,79.4,168.9,8.2,7.6,Pessoal,2.76,976.83,844.19,0.28,14.43,8543.34
871,Audi,Q4 e-tron,2019,Oceania,SUV,27.6,81.2,143.0,250.0,0.3,293,17.5,100221.0,61.9,148.4,6.2,-2.7,Comercial,20.11,567.28,1538.59,0.15,9.32,3915.54
872,Tesla,Model Y,2021,América do Norte,Sedã,46.7,92.7,284.0,7.4,7.7,413,17.0,109087.0,73.2,188.6,11.0,35.0,Pessoal,18.93,362.39,1120.89,0.18,27.95,11300.97
873,Audi,Q4 e-tron,2018,Ásia,Sedã,46.9,84.7,266.0,11.0,4.3,546,21.0,146403.0,78.1,184.2,9.8,8.1,Pessoal,24.02,1087.63,1290.93,0.22,31.24,5337.06
874,Tesla,Model Y,2021,América do Norte,Crossover,92.9,95.4,454.0,11.0,10.3,200,18.6,24575.0,50.9,137.9,10.2,27.1,Pessoal,5.06,662.07,1224.19,0.22,37.87,31073.8
875,Tesla,Model X,2022,América do Norte,Sedã,61.6,91.0,377.0,50.0,1.4,35,17.4,13367.0,70.0,173.6,9.7,27.5,Frota,2.34,1200.57,1272.85,0.28,53.37,20578.31
876,Toyota,Prius Prime,2019,Europa,Caminhonete,89.9,100.0,538.0,22.0,5.5,977,15.1,115728.0,67.3,180.6,8.7,16.8,Frota,20.88,1193.7,1156.3,0.35,92.6,15921.63
877,Chevrolet,Bolt EUV,2020,Ásia,Sedã,53.6,83.5,287.0,150.0,0.4,709,19.8,20542.0,74.9,190.6,3.6,11.4,Pessoal,4.18,755.38,1713.7,0.15,14.77,12272.47
878,Hyundai,Ioniq 5,2021,Europa,Caminhonete,71.4,93.8,424.0,22.0,3.5,681,19.6,20380.0,50.8,101.3,6.4,23.1,Pessoal,3.0,897.51,597.95,0.15,28.28,20354.67
879,Audi,e-tron,2023,América do Norte,Hatchback,74.5,72.7,484.0,22.0,3.7,133,16.4,18076.0,64.5,139.0,8.7,20.2,Pessoal,2.97,934.96,1413.39,0.12,21.39,22817.47
880,BMW,i4,2023,Europa,Crossover,78.9,100.0,392.0,22.0,3.6,205,16.7,10484.0,53.7,152.9,6.3,27.4,Pessoal,1.81,439.94,932.64,0.15,18.29,33657.77
881,Tesla,Model Y,2018,América do Sul,Sedã,55.7,93.4,322.0,50.0,1.3,422,17.6,95967.0,70.0,155.3,6.9,6.3,Pessoal,22.76,1311.95,817.5,0.28,37.43,7751.86
882,Chevrolet,Bolt EUV,2022,Europa,Hatchback,57.4,84.6,373.0,7.4,8.3,12,14.5,24491.0,52.6,144.9,8.8,28.2,Comercial,3.49,949.71,2055.29,0.28,31.93,18512.29
883,Nissan,Leaf,2021,América do Norte,Hatchback,59.0,84.9,344.0,50.0,1.4,249,18.2,44303.0,56.8,144.2,9.6,31.5,Pessoal,8.03,845.91,819.61,0.18,30.55,15709.9
884,Volkswagen,ID.3,2021,Europa,Sedã,32.0,85.0,164.0,150.0,0.3,358,13.1,66860.0,66.8,147.3,4.7,15.4,Frota,10.26,1095.95,473.1,0.28,16.52,7973.43
885,Toyota,Prius Prime,2022,América do Norte,SUV,63.3,100.0,356.0,7.4,9.1,314,14.2,40359.0,50.9,138.7,8.7,8.4,Pessoal,10.06,891.51,1582.35,0.18,23.38,24554.42
886,Hyundai,Kona Electric,2023,Ásia,SUV,57.3,94.2,354.0,150.0,0.4,218,16.5,22642.0,40.8,96.2,8.4,13.2,Comercial,4.26,473.69,1002.67,0.15,22.83,23164.33
887,Ford,F-150 Lightning,2023,Ásia,SUV,76.6,83.5,382.0,100.0,0.8,154,16.1,20327.0,80.6,205.2,4.5,11.6,Pessoal,3.08,558.34,1709.84,0.12,24.0,28983.98
888,Toyota,bZ4X,2022,Europa,Crossover,66.8,77.1,366.0,100.0,0.8,567,19.4,41807.0,55.3,134.8,6.0,16.2,Pessoal,5.46,200.0,400.0,0.35,87.17,19240.86
889,Nissan,Leaf,2021,Europa,SUV,91.7,96.6,493.0,250.0,0.4,423,18.8,44946.0,44.0,79.2,7.4,10.6,Pessoal,8.92,819.82,1941.48,0.22,57.18,27782.41
890,Volkswagen,ID.3,2023,Ásia,SUV,66.4,93.7,344.0,250.0,0.3,140,22.1,2879.0,48.4,130.8,10.5,22.6,Pessoal,0.53,965.75,1577.37,0.28,47.83,29074.15
891,Nissan,Leaf,2020,Europa,Hatchback,53.8,92.7,302.0,7.4,9.4,623,18.3,56421.0,63.5,173.4,6.0,24.4,Pessoal,11.23,743.75,1116.8,0.15,21.88,12546.23
892,Audi,Q4 e-tron,2022,Ásia,Sedã,66.2,86.3,361.0,50.0,1.6,317,18.6,35265.0,88.7,208.6,8.0,14.4,Comercial,5.28,453.3,506.95,0.28,47.29,20087.5
893,Tesla,Model S,2021,Ásia,Sedã,79.5,84.6,463.0,150.0,0.5,472,14.5,46856.0,62.9,169.4,9.9,-1.5,Frota,11.06,651.48,667.39,0.18,34.33,20815.56
894,Hyundai,Kona Electric,2022,Ásia,SUV,29.5,100.0,179.0,150.0,0.3,102,14.5,36998.0,73.7,165.0,11.6,22.4,Pessoal,6.75,689.35,923.47,0.15,8.01,11630.22
895,Kia,Niro EV,2020,Europa,Crossover,50.7,100.0,247.0,250.0,0.3,760,18.2,128699.0,59.2,132.9,7.6,3.2,Pessoal,24.8,1060.21,1485.45,0.22,28.41,10959.21
896,Tesla,Model Y,2020,Europa,Crossover,51.1,92.1,283.0,250.0,0.3,1201,18.2,43283.0,67.8,174.4,2.0,20.5,Pessoal,8.6,1229.55,855.21,0.18,23.56,12068.57
897,Kia,EV6,2023,Oceania,Crossover,73.2,94.8,401.0,11.0,7.7,74,18.9,11626.0,61.9,141.8,9.3,18.7,Pessoal,2.13,200.0,400.0,0.15,27.94,29264.1
898,Volkswagen,ID.3,2019,Europa,Sedã,75.5,88.9,423.0,150.0,0.6,652,21.8,125362.0,73.6,181.1,7.5,14.7,Pessoal,27.48,776.35,1291.15,0.35,79.96,10872.65
899,Chevrolet,Bolt EV,2021,Ásia,Caminhonete,67.0,76.0,368.0,50.0,1.4,125,14.6,48114.0,48.0,106.5,4.9,24.4,Comercial,7.9,618.77,1598.52,0.35,59.68,15093.54
900,Ford,Mustang Mach-E,2020,América do Norte,SUV,24.0,79.2,120.0,11.0,2.3,733,23.1,75155.0,66.1,139.8,8.8,21.6,Frota,15.83,721.8,2078.83,0.22,23.59,4721.33
901,BMW,iX,2018,Ásia,SUV,32.0,96.2,199.0,50.0,0.7,1100,13.5,60409.0,67.3,172.4,11.7,21.9,Frota,13.29,1052.62,789.73,0.35,24.06,4813.81
902,Tesla,Model Y,2018,Europa,SUV,60.2,97.2,388.0,22.0,3.3,198,19.1,53377.0,70.9,181.9,7.5,26.2,Pessoal,11.27,650.15,831.96,0.18,28.47,9512.73
903,Hyundai,Kona Electric,2019,América do Norte,Hatchback,55.0,95.4,318.0,150.0,0.3,229,14.3,24705.0,44.8,112.3,2.9,13.9,Frota,5.51,1005.33,400.0,0.22,24.95,11139.08
904,Nissan,Leaf,2023,América do Norte,Sedã,65.1,89.8,378.0,22.0,3.2,10,20.2,16437.0,57.9,139.7,10.6,13.7,Comercial,2.6,1397.41,581.01,0.15,30.4,26748.08
905,Hyundai,Kona Electric,2020,Ásia,Sedã,55.6,95.7,309.0,100.0,0.7,952,13.5,27380.0,74.0,169.4,7.1,28.8,Pessoal,5.34,664.93,773.48,0.18,19.38,15030.08
906,Volkswagen,ID.3,2023,Ásia,SUV,95.6,86.5,572.0,100.0,1.1,77,12.0,5822.0,68.4,148.8,8.8,24.4,Pessoal,1.12,734.89,842.66,0.35,62.1,35745.14
907,Kia,EV6,2022,Europa,Sedã,24.0,92.0,103.0,7.4,3.9,248,18.4,41017.0,91.0,196.9,7.2,13.3,Comercial,7.48,728.17,986.5,0.12,5.48,7459.87
908,Nissan,Leaf,2021,América do Norte,Hatchback,71.1,85.4,391.0,150.0,0.5,326,17.6,29132.0,57.1,132.4,8.1,-2.0,Pessoal,5.79,1516.1,1436.71,0.28,61.16,19800.79
909,BMW,iX,2022,Ásia,Sedã,81.6,78.5,425.0,250.0,0.3,398,21.3,9996.0,35.2,98.8,8.7,21.9,Pessoal,2.16,649.97,1404.6,0.35,74.94,22415.0
910,BMW,i3,2021,América do Norte,Hatchback,79.0,93.9,440.0,11.0,7.9,532,18.2,12416.0,58.0,149.0,9.0,22.9,Pessoal,1.97,1240.99,994.49,0.12,27.89,23112.93
911,Tesla,Model S,2022,Europa,SUV,80.7,97.2,488.0,22.0,3.8,347,15.8,45195.0,30.0,78.2,7.4,5.9,Pessoal,6.5,789.23,1206.09,0.22,29.6,27684.52
912,Volkswagen,ID.4,2020,América do Norte,Caminhonete,83.6,100.0,461.0,50.0,2.2,316,16.4,56450.0,75.5,160.3,5.1,9.5,Pessoal,9.81,851.08,656.89,0.15,25.14,20417.11
913,Chevrolet,Bolt EV,2021,América do Norte,Hatchback,52.9,89.1,281.0,150.0,0.4,536,27.6,35017.0,65.0,166.1,7.5,13.9,Frota,3.69,1048.5,973.8,0.28,57.47,15961.45
914,Volkswagen,ID.3,2023,América do Norte,SUV,43.0,78.6,206.0,7.4,6.8,195,15.4,16429.0,71.0,184.7,9.0,22.5,Comercial,2.92,688.19,683.19,0.15,11.82,14467.06
915,Kia,EV6,2023,Europa,SUV,24.3,84.4,132.0,50.0,0.6,176,19.6,15636.0,73.4,218.4,5.1,42.8,Comercial,3.49,1094.76,904.07,0.22,17.69,9158.44
916,Hyundai,Ioniq 5,2023,América do Norte,Hatchback,57.7,85.9,337.0,22.0,2.6,47,19.2,10589.0,80.6,201.0,4.2,29.2,Pessoal,1.45,716.96,1942.27,0.15,25.57,19454.75
917,BMW,i3,2021,Europa,Caminhonete,49.4,88.2,251.0,150.0,0.3,174,19.6,36658.0,30.0,71.5,10.3,2.9,Comercial,6.14,479.44,1258.13,0.18,28.0,12576.65
918,Hyundai,Ioniq 5,2023,Europa,Sedã,88.2,90.8,397.0,250.0,0.4,249,19.4,21089.0,34.4,78.1,11.2,13.6,Pessoal,3.08,1105.01,962.3,0.18,38.03,33351.91
919,Hyundai,Ioniq 5,2021,Europa,SUV,59.2,89.9,393.0,22.0,3.1,788,17.2,65619.0,53.7,135.2,7.1,17.1,Pessoal,12.59,983.1,1391.14,0.35,49.49,15981.52
920,Hyundai,Ioniq 5,2021,Europa,Crossover,44.4,93.2,252.0,150.0,0.3,386,12.7,24045.0,60.4,147.5,8.5,23.0,Pessoal,4.79,624.17,1042.06,0.35,26.93,12615.92
921,BMW,iX,2020,Ásia,Hatchback,41.2,88.6,222.0,150.0,0.3,514,18.5,102656.0,68.0,192.9,7.9,9.9,Pessoal,18.54,1145.83,1873.56,0.35,35.0,8506.03
922,Toyota,bZ4X,2022,América do Norte,Sedã,104.8,69.2,649.0,22.0,5.4,287,18.0,63484.0,66.9,185.4,2.0,23.8,Pessoal,10.12,504.69,1341.05,0.35,128.33,26762.52
923,Audi,Q4 e-tron,2020,Europa,Sedã,64.6,88.8,360.0,22.0,3.2,687,18.4,50288.0,67.6,148.8,7.5,12.9,Pessoal,9.34,926.87,735.73,0.22,34.63,14273.51
924,Kia,Niro EV,2021,América do Norte,SUV,49.4,87.7,305.0,50.0,1.1,111,19.7,37117.0,41.6,103.7,10.7,23.8,Pessoal,8.06,292.19,1727.61,0.15,21.92,13708.97
925,Toyota,Prius Prime,2023,América do Norte,Hatchback,67.5,91.4,413.0,7.4,9.0,148,16.8,7515.0,53.1,171.7,4.1,18.8,Pessoal,1.55,683.22,1447.72,0.35,55.86,26970.62
926,Kia,EV6,2020,Europa,Sedã,102.9,84.1,500.0,22.0,5.3,258,16.1,37714.0,60.2,124.0,3.8,38.5,Frota,6.33,547.34,1386.91,0.22,45.36,22554.86
927,Nissan,Ariya,2018,Europa,Crossover,57.2,88.8,328.0,100.0,0.7,791,20.7,106174.0,62.7,153.2,5.2,27.8,Pessoal,18.08,422.22,1530.59,0.28,53.73,7316.01
928,Volkswagen,ID.4,2018,América do Sul,Sedã,78.7,91.4,501.0,7.4,10.1,446,17.0,205848.0,57.5,156.7,5.8,31.1,Comercial,34.88,807.35,1491.56,0.35,84.98,7620.53
929,Volkswagen,ID.3,2023,Europa,Sedã,88.7,85.7,444.0,100.0,1.1,90,16.5,21069.0,68.8,167.1,8.7,7.4,Pessoal,4.1,899.62,1404.77,0.15,25.75,32466.79
930,Ford,Mustang Mach-E,2021,Oceania,Hatchback,27.2,92.4,136.0,50.0,0.6,436,16.3,36697.0,47.9,115.1,10.3,12.7,Pessoal,5.08,984.44,1135.39,0.18,5.98,8020.89
931,Volkswagen,ID.4,2021,América do Norte,Crossover,52.2,87.6,266.0,22.0,2.8,276,19.8,34382.0,57.8,136.4,10.2,21.3,Frota,6.75,800.5,1562.57,0.12,16.67,15191.58
932,BMW,iX,2023,América do Norte,Caminhonete,86.2,88.3,512.0,7.4,11.3,60,17.4,9468.0,72.5,158.1,8.6,5.7,Pessoal,1.55,929.26,1131.12,0.18,40.9,34617.39
933,Chevrolet,Bolt EUV,2023,América do Norte,Sedã,51.0,63.6,288.0,250.0,0.3,230,24.6,23832.0,68.1,166.8,3.0,28.5,Pessoal,4.1,463.07,1731.27,0.15,27.38,12680.72
934,Tesla,Model 3,2021,América do Norte,Hatchback,73.3,77.8,332.0,22.0,3.1,183,18.2,38919.0,59.4,166.8,3.0,19.3,Comercial,6.15,535.92,1399.19,0.15,22.69,17188.64
935,Ford,F-150 Lightning,2022,Europa,Hatchback,49.8,77.9,282.0,150.0,0.3,10,14.4,37571.0,59.7,126.5,8.8,29.0,Pessoal,7.59,794.65,1274.94,0.15,16.16,14623.27
936,Tesla,Model S,2022,Ásia,Sedã,56.1,88.7,301.0,22.0,2.9,342,16.7,26054.0,57.9,149.4,3.0,22.8,Comercial,4.23,537.17,1453.01,0.15,11.25,21089.43
937,Kia,Niro EV,2022,América do Norte,SUV,53.7,97.2,292.0,250.0,0.3,228,20.0,65301.0,60.0,169.4,8.4,18.4,Pessoal,9.87,801.66,1263.22,0.35,52.59,17381.8
938,Tesla,Model X,2019,América do Sul,Sedã,77.7,86.1,395.0,7.4,11.6,656,16.2,52742.0,57.4,143.1,7.7,16.8,Pessoal,8.58,605.0,1709.95,0.28,35.89,12954.12
939,Tesla,Model 3,2023,Ásia,SUV,69.0,93.8,392.0,22.0,4.1,143,17.9,9139.0,59.5,141.2,5.8,10.3,Pessoal,1.35,752.44,1579.55,0.12,26.04,31849.71
940,Ford,F-150 Lightning,2022,América do Norte,Crossover,67.0,92.2,404.0,22.0,3.4,436,20.9,21971.0,69.4,187.5,2.0,9.7,Pessoal,4.52,300.67,1229.17,0.35,75.7,24868.87
941,Nissan,Ariya,2020,América do Norte,Sedã,115.1,88.1,596.0,11.0,12.3,1030,21.4,74134.0,69.1,154.1,7.5,26.9,Frota,10.89,286.35,400.0,0.18,49.08,26367.82
942,Hyundai,Kona Electric,2021,América do Norte,Crossover,99.8,91.6,465.0,11.0,9.9,450,16.4,80867.0,45.3,119.0,8.3,24.7,Comercial,14.45,584.89,1545.25,0.28,40.76,26352.38
943,Volkswagen,ID.4,2018,América do Norte,Sedã,25.4,89.0,136.0,7.4,3.7,329,17.2,111308.0,91.9,225.2,5.6,30.3,Pessoal,17.86,401.97,1366.65,0.22,10.66,3155.2
944,Volkswagen,ID.4,2019,América do Norte,Hatchback,56.1,85.9,330.0,7.4,7.6,715,18.3,104441.0,56.9,143.3,4.3,12.5,Pessoal,23.71,200.0,2170.88,0.15,19.74,8857.45
945,BMW,iX,2022,Europa,Sedã,113.5,90.1,600.0,150.0,0.9,345,22.0,39460.0,72.0,216.2,7.7,29.2,Comercial,7.6,944.77,680.27,0.18,59.88,38719.26
946,Ford,F-150 Lightning,2018,América do Norte,SUV,53.5,98.6,254.0,150.0,0.5,1201,14.7,6749.0,48.9,139.2,3.4,16.2,Pessoal,1.09,1091.4,1112.62,0.22,15.63,9953.51
947,BMW,iX,2021,Europa,Sedã,106.8,90.8,628.0,22.0,5.4,427,19.1,44597.0,86.9,255.9,8.5,23.8,Pessoal,8.26,1062.56,581.47,0.12,37.73,30453.44
948,Chevrolet,Bolt EUV,2021,Oceania,SUV,56.5,88.7,351.0,100.0,0.6,287,18.2,37073.0,73.1,164.8,9.6,30.9,Pessoal,5.66,756.69,908.83,0.18,34.51,16483.62
949,Chevrolet,Bolt EUV,2018,Ásia,Hatchback,60.3,80.0,332.0,7.4,9.9,437,15.3,82938.0,70.7,155.1,2.1,38.7,Pessoal,16.6,750.59,1823.18,0.28,43.4,7746.98
950,BMW,iX,2023,América do Sul,Sedã,82.3,98.3,387.0,250.0,0.4,125,21.7,8143.0,62.3,164.5,5.7,28.7,Comercial,1.51,829.78,534.16,0.35,67.84,37492.73
951,Ford,Mustang Mach-E,2020,América do Norte,Caminhonete,63.2,75.7,338.0,22.0,3.3,133,21.0,88944.0,37.4,97.1,6.9,20.0,Frota,17.13,603.61,643.03,0.22,38.82,11657.48
952,BMW,i4,2020,Europa,SUV,74.9,73.4,418.0,100.0,0.8,638,22.6,61616.0,89.9,171.4,7.0,23.6,Pessoal,9.33,247.22,1431.99,0.18,36.88,13381.09
953,Volkswagen,ID.3,2020,Europa,SUV,96.5,90.0,492.0,11.0,10.7,580,21.5,61414.0,77.8,202.4,4.8,30.5,Pessoal,8.5,1156.24,1277.48,0.35,70.22,21226.82
954,Toyota,Prius Prime,2020,América do Norte,Sedã,80.2,80.0,464.0,150.0,0.6,579,18.0,55092.0,60.2,187.5,3.7,25.1,Pessoal,7.17,804.3,1068.29,0.35,65.21,15024.46
955,Audi,e-tron,2018,América do Norte,Crossover,67.8,95.7,342.0,250.0,0.3,1087,19.9,58535.0,72.2,221.6,5.8,14.0,Pessoal,7.75,785.87,400.0,0.35,38.05,10510.82
956,Tesla,Model X,2022,Ásia,Hatchback,98.5,73.5,543.0,7.4,13.6,460,19.0,500.0,45.3,103.7,8.6,24.1,Pessoal,0.09,704.99,1706.49,0.28,43.69,28802.81
957,Audi,e-tron,2023,Ásia,Sedã,82.5,94.7,444.0,22.0,3.9,128,15.3,17264.0,36.4,98.8,8.4,31.0,Comercial,4.1,978.09,1105.96,0.15,27.02,36103.61
958,Ford,Mustang Mach-E,2020,Europa,Sedã,50.3,93.6,292.0,11.0,5.1,553,14.1,63786.0,65.2,145.6,8.5,36.1,Pessoal,10.72,764.58,791.82,0.18,19.46,12099.59
959,Audi,Q4 e-tron,2022,Europa,SUV,104.6,87.9,575.0,50.0,2.0,217,19.1,38904.0,53.0,131.0,10.1,18.6,Pessoal,6.33,653.18,1328.6,0.35,119.54,33032.87
960,Chevrolet,Bolt EV,2022,Europa,Crossover,77.8,70.2,420.0,11.0,7.5,340,18.3,31205.0,57.8,130.3,4.4,6.8,Pessoal,5.57,699.31,1702.44,0.15,37.1,19786.49
961,Kia,Niro EV,2023,América do Norte,Hatchback,60.7,73.2,309.0,22.0,2.7,132,17.0,6006.0,64.2,138.0,6.1,0.2,Pessoal,0.94,819.47,1093.5,0.35,47.64,20095.62
962,Tesla,Model X,2021,Europa,SUV,24.6,88.9,136.0,150.0,0.3,631,17.7,25130.0,47.2,130.5,6.5,26.0,Pessoal,3.56,454.2,940.28,0.22,10.74,7193.07
963,Hyundai,Kona Electric,2020,América do Norte,Hatchback,37.4,85.1,201.0,100.0,0.5,835,23.3,104648.0,63.8,165.0,2.0,2.7,Comercial,16.78,1224.27,1214.2,0.22,20.88,7908.48
964,Ford,F-150 Lightning,2020,América do Norte,SUV,99.0,92.8,501.0,250.0,0.4,617,12.0,70631.0,48.4,127.4,7.6,21.2,Pessoal,12.23,617.87,1353.12,0.22,26.19,22598.01
965,Tesla,Model Y,2022,Oceania,Crossover,99.8,86.5,557.0,250.0,0.4,256,19.9,43387.0,80.2,215.7,6.9,28.8,Comercial,10.23,561.45,1390.43,0.15,43.66,31978.6
966,Audi,Q4 e-tron,2023,Europa,SUV,66.7,85.8,379.0,50.0,1.5,115,20.5,22658.0,63.5,162.5,4.2,16.4,Pessoal,3.75,686.62,1101.61,0.15,24.76,26595.46
967,Chevrolet,Bolt EUV,2020,Ásia,Hatchback,29.6,67.6,158.0,250.0,0.3,661,20.9,27209.0,72.9,159.6,9.2,3.0,Pessoal,5.06,1072.75,1692.25,0.35,20.77,5409.28
968,Nissan,Ariya,2021,Europa,SUV,43.3,93.6,258.0,50.0,0.9,496,13.9,36487.0,38.4,98.4,9.0,5.4,Pessoal,5.07,719.45,848.86,0.28,27.22,12636.98
969,Toyota,bZ4X,2023,Europa,Hatchback,32.5,81.8,183.0,150.0,0.3,115,17.1,20675.0,73.8,179.7,8.0,8.8,Pessoal,4.15,1149.26,1130.89,0.18,16.5,10703.67
970,Hyundai,Kona Electric,2023,América do Norte,Caminhonete,31.8,83.8,154.0,50.0,0.7,152,17.0,8204.0,87.5,213.7,2.7,16.8,Pessoal,1.29,701.1,1129.03,0.28,15.59,11582.49
971,Toyota,bZ4X,2023,América do Norte,Hatchback,105.5,78.4,651.0,7.4,17.1,81,18.9,11598.0,66.8,148.1,4.6,30.0,Pessoal,1.69,373.75,583.81,0.15,45.82,37043.94
972,Tesla,Model 3,2022,América do Norte,Hatchback,106.2,74.7,625.0,22.0,6.1,326,14.6,21344.0,72.8,149.1,7.8,18.1,Comercial,3.18,549.51,1345.21,0.18,53.07,32140.52
973,Chevrolet,Bolt EUV,2021,Ásia,Crossover,42.6,98.8,256.0,250.0,0.3,261,19.1,26547.0,61.4,143.1,5.7,39.5,Comercial,4.27,594.17,1237.36,0.22,31.91,12693.54
974,Chevrolet,Bolt EV,2022,Ásia,SUV,64.8,93.4,369.0,50.0,1.4,369,15.3,27831.0,70.6,188.1,6.4,28.4,Pessoal,4.04,994.57,1123.7,0.28,32.23,21617.42
975,Audi,Q4 e-tron,2022,Europa,Sedã,39.3,93.5,170.0,11.0,3.4,224,17.1,21903.0,89.0,220.6,4.2,21.0,Pessoal,4.13,662.51,1402.4,0.28,26.67,12602.89
976,Volkswagen,ID.4,2018,Europa,SUV,64.7,85.3,391.0,100.0,0.7,1469,22.0,70073.0,98.7,299.5,7.5,17.3,Pessoal,10.33,445.84,1122.02,0.28,68.86,9311.73
977,Audi,Q4 e-tron,2022,América do Sul,Crossover,97.8,73.1,541.0,22.0,4.8,271,20.5,34474.0,69.8,173.1,10.8,13.0,Pessoal,6.87,365.73,1764.0,0.15,55.11,26571.14
978,Volkswagen,ID.4,2022,América do Norte,Sedã,86.6,100.0,492.0,150.0,0.6,298,18.4,46635.0,49.7,127.2,7.8,19.5,Pessoal,7.68,250.53,1388.23,0.18,39.27,30421.29
979,Volkswagen,ID.3,2019,América do Norte,Hatchback,81.2,90.4,469.0,250.0,0.4,200,13.8,106857.0,74.3,186.1,9.4,23.4,Frota,16.29,1596.09,1349.94,0.22,29.51,12292.56
980,Hyundai,Kona Electric,2023,Europa,Hatchback,61.1,88.1,395.0,11.0,6.7,227,19.0,16470.0,46.4,101.2,9.2,21.2,Pessoal,2.63,575.19,930.42,0.15,27.92,23422.9
981,Audi,Q4 e-tron,2022,Ásia,SUV,90.2,84.1,471.0,7.4,14.6,261,19.2,57323.0,55.6,138.6,6.1,13.0,Pessoal,8.57,932.82,444.75,0.22,35.7,26058.69
982,Nissan,Ariya,2023,Oceania,SUV,77.9,70.6,408.0,50.0,1.7,249,12.0,20492.0,57.3,124.9,6.5,7.7,Pessoal,3.7,437.98,1521.13,0.12,17.12,21606.44
983,BMW,i3,2018,América do Norte,SUV,73.1,96.1,371.0,11.0,6.6,819,19.1,130225.0,95.6,237.0,10.7,36.6,Pessoal,21.31,1168.29,444.62,0.12,18.91,9216.93
984,BMW,i4,2020,América do Sul,Sedã,62.7,78.5,311.0,22.0,3.5,476,14.8,54565.0,86.4,170.4,8.8,24.3,Comercial,11.64,542.77,1092.84,0.22,27.29,13401.88
985,Audi,e-tron,2022,Ásia,SUV,71.4,91.4,355.0,250.0,0.3,198,13.6,23556.0,83.3,206.5,9.4,21.6,Pessoal,2.61,1361.22,1552.27,0.12,20.75,24304.77
986,Audi,e-tron,2020,América do Norte,SUV,70.8,93.2,324.0,11.0,7.6,704,14.6,72534.0,77.3,196.7,7.4,23.1,Pessoal,15.6,1391.58,853.06,0.18,19.21,17202.76
987,Toyota,Prius Prime,2022,Europa,Crossover,54.2,89.7,310.0,7.4,8.5,336,12.0,45104.0,51.4,131.9,6.0,29.0,Comercial,7.21,465.37,1015.54,0.18,16.74,18879.15
988,Hyundai,Ioniq 5,2022,Europa,Crossover,49.5,90.8,321.0,100.0,0.6,88,16.8,32907.0,68.5,141.8,6.3,13.3,Pessoal,7.5,1171.71,642.34,0.15,18.33,16404.08
989,Audi,e-tron,2019,Oceania,Sedã,45.1,97.8,294.0,50.0,1.2,477,15.0,48618.0,92.6,244.9,10.4,16.7,Comercial,8.93,1363.22,831.22,0.22,23.55,9275.99
990,Toyota,bZ4X,2021,América do Norte,Sedã,46.3,80.7,235.0,22.0,2.2,544,21.4,12910.0,71.7,193.4,7.0,10.5,Pessoal,2.79,319.2,881.91,0.15,17.97,12760.71
991,Volkswagen,ID.3,2021,Ásia,SUV,61.2,88.3,328.0,250.0,0.3,271,16.9,5462.0,80.5,178.1,10.1,17.9,Pessoal,0.97,353.86,1015.06,0.18,29.93,19214.33
992,Chevrolet,Bolt EUV,2021,Europa,Hatchback,57.9,85.2,354.0,50.0,1.5,236,15.8,46064.0,40.9,114.3,10.5,11.2,Comercial,8.1,200.0,1251.71,0.18,29.64,16406.19
993,Chevrolet,Bolt EV,2023,Ásia,Caminhonete,52.6,72.3,301.0,50.0,1.2,146,13.2,21800.0,75.8,193.8,9.3,7.9,Pessoal,3.3,518.09,1292.54,0.18,17.07,17609.99
994,Volkswagen,ID.3,2023,Europa,SUV,51.1,89.3,284.0,150.0,0.4,139,16.7,500.0,49.2,122.1,9.0,1.8,Pessoal,0.09,498.34,1778.28,0.28,34.0,19761.6
995,Ford,F-150 Lightning,2022,Europa,SUV,70.8,97.0,380.0,50.0,1.5,204,22.1,19875.0,61.7,164.8,11.2,34.6,Pessoal,2.98,699.8,1005.44,0.12,23.51,28014.07
996,Toyota,bZ4X,2022,Ásia,Caminhonete,92.6,98.0,564.0,11.0,9.8,502,22.6,17156.0,86.3,257.7,4.9,14.7,Pessoal,3.18,417.0,1422.66,0.15,61.33,35596.03
